date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
3/7/2014,158.8495,159.3302,157.8627,158.2844,4117826,4117826,0.033737,0.021,158.6155,7-Mar-14,0.007091693
3/10/2014,158.1748,158.8664,156.7402,157.1965,4594054,4594054,-1.0879,-0.687,157.4829,10-Mar-14,0.00016988
3/11/2014,158.0567,158.9338,156.9013,157.5085,4229679,4229679,0.312046,0.199,157.7857,11-Mar-14,0.002154994
3/12/2014,156.876,158.0905,156.7748,157.0531,4833158,4833158,-0.455424,-0.289,157.2429,12-Mar-14,-0.000742509
3/13/2014,157.2133,157.7109,154.9362,155.0965,4913208,4913208,-1.9566,-1.246,145.9679,13-Mar-14,-0.013191466
3/14/2014,155.088,155.4254,153.6712,153.6712,5490326,5490326,-1.4253,-0.919,154.4105,14-Mar-14,-0.022260002
3/17/2014,154.0507,157.1627,154.0507,156.7073,4938754,4938754,3.0361,1.976,156.4038,17-Mar-14,-0.002942677
3/18/2014,156.8591,158.47,156.4796,157.5507,3961319,3961319,0.843371,0.538,157.7634,18-Mar-14,0.002423494
3/19/2014,156.5302,157.4579,154.7592,155.7796,4323930,4323930,-1.7711,-1.124,152.7062,19-Mar-14,-0.008845211
3/20/2014,155.5772,158.7736,155.3242,158.47,5062629,5062629,2.6904,1.727,157.7254,20-Mar-14,0.008272582
3/21/2014,158.976,159.1447,157.2049,157.4326,12535281,12535281,-1.0373,-0.655,153.5608,21-Mar-14,0.001672077
3/24/2014,158.0736,159.7688,158.023,158.7652,5738492,5738492,1.3325,0.846,158.865,24-Mar-14,0.010150805
3/25/2014,159.1953,164.7911,159.1447,164.4917,10912699,10912699,5.7265,3.607,162.9966,25-Mar-14,0.046585922
3/26/2014,164.4411,164.9892,161.8941,162.4507,6851772,6851772,-2.041,-1.241,162.7647,26-Mar-14,0.033599966
3/27/2014,161.8519,162.4929,159.6692,160.0977,6767653,6767653,-2.353,-1.448,159.6483,27-Mar-14,0.018628897
3/28/2014,160.1905,162.4507,159.4905,160.6206,5194443,5194443,0.52289,0.327,161.026,28-Mar-14,0.021955872
3/31/2014,161.6242,163.4206,161.4218,162.3411,8537746,8537746,1.7205,1.071,162.5338,31-Mar-14,0.032902631
4/1/2014,162.8724,164.5676,162.5856,164.0362,5395346,5395346,1.6952,1.044,163.8431,1-Apr-14,0.043687782
4/2/2014,163.817,164.0362,162.3411,163.235,4924073,4924073,-0.801206,-0.488,167.9897,2-Apr-14,0.038590111
4/3/2014,162.9399,163.0917,162.223,162.5097,4091060,4091060,-0.725304,-0.444,162.6422,3-Apr-14,0.033975357
4/4/2014,162.8724,163.5892,161.3206,161.7338,6090863,6090863,-0.775903,-0.477,162.4992,4-Apr-14,0.029038658
4/7/2014,161.6917,164.7185,161.5652,164.0531,6747080,6747080,2.3193,1.434,163.6594,7-Apr-14,0.043795309
4/8/2014,163.5218,163.7558,162.5096,163.0158,5125001,5125001,-1.0374,-0.632,163.1218,8-Apr-14,0.037195441
4/9/2014,163.5133,166.1447,163.2772,165.8411,5485124,5485124,2.8253,1.733,164.9302,9-Apr-14,0.055171541
4/10/2014,165.3519,168.0085,165.0146,165.0314,8425601,8425601,-0.809641,-0.488,166.3881,10-Apr-14,0.050019788
4/11/2014,164.4917,166.1447,163.8423,164.6182,4835214,4835214,-0.413252,-0.25,166.0042,11-Apr-14,0.047390784
4/14/2014,165.5037,167.1905,165.2001,166.7941,5433621,5433621,2.1759,1.322,166.5587,14-Apr-14,0.061235046
4/15/2014,165.2844,166.4905,164.8121,166.1615,5353177,5353177,-0.632531,-0.379,165.8144,15-Apr-14,0.0572101
4/16/2014,167.0302,167.5868,164.4579,165.6387,8527295,8527295,-0.522892,-0.315,165.3322,16-Apr-14,0.053883761
4/17/2014,157.9218,160.8314,157.7194,160.2495,11255493,11255493,-5.3892,-3.254,160.2541,17-Apr-14,0.019594731
4/21/2014,160.0724,162.6067,160.0218,162.1555,5425283,5425283,1.906,1.189,161.9862,21-Apr-14,0.031721743
4/22/2014,161.9362,162.7712,161.2531,162.0543,3878619,3878619,-0.101204,-0.062,162.0345,22-Apr-14,0.031077853
4/23/2014,161.7507,162.2736,160.3338,161.7001,4736919,4736919,-0.354219,-0.219,161.313,23-Apr-14,0.02882424
4/24/2014,162.1133,162.1133,160.2664,160.4266,4407352,4407352,-1.2735,-0.788,160.9026,24-Apr-14,0.020721538
4/25/2014,160.6965,160.8061,159.4905,159.929,3871407,3871407,-0.497589,-0.31,160.3658,25-Apr-14,0.017555535
4/28/2014,161.2025,163.6061,160.7302,162.8893,5638334,5638334,2.9602,1.851,162.7813,28-Apr-14,0.036390579
4/29/2014,163.2688,165.2507,163.117,164.5507,4626352,4626352,1.6614,1.02,164.6132,29-Apr-14,0.046961312
4/30/2014,163.935,166.0266,163.9097,165.6977,4211284,4211284,1.147,0.697,165.4978,30-Apr-14,0.054259152
5/1/2014,165.5627,165.9254,162.8977,163.2182,3675823,3675823,-2.4795,-1.496,163.7644,1-May-14,0.03848322
5/2/2014,163.4037,163.4796,161.2953,161.4555,3052953,3052953,-1.7627,-1.08,161.864,2-May-14,0.027267961
5/5/2014,161.1266,161.4977,160.0724,161.3037,2222168,2222168,-0.151807,-0.094,160.9475,5-May-14,0.026302127
5/6/2014,161.0254,161.0423,159.6085,160.2664,3188706,3188706,-1.0374,-0.643,163.2112,6-May-14,0.019702258
5/7/2014,160.6142,161.4286,158.5699,160.5803,3821023,3821023,0.313936,0.196,160.3147,7-May-14,0.021699461
5/8/2014,160.4615,161.6576,159.6726,160.2495,2431945,2431945,-0.33083,-0.206,160.4311,8-May-14,0.019594731
5/9/2014,160.3088,161.6707,159.7914,161.242,2261739,2261739,0.992493,0.619,161.2452,9-May-14,0.025909558
5/12/2014,162.1242,163.7359,161.9715,163.3542,3778611,3778611,2.1122,1.31,163.2149,12-May-14,0.039348526
